game_id	text	risk_level	riskType	description
2013901	pk32048151	REJECT	300	广告：联系方式：联系方式
2013901	进咱们帮会交流扣群免费拿福利了大佬带队一起组团玩	REJECT	300	广告：广告：广告
2013901	添加**企业QQ：4006689919进	REJECT	300	广告：联系方式：联系方式
2013901	添加**企业QQ：4006689919	REJECT	300	广告：联系方式：联系方式
2013901	0	REJECT	300	广告：包含联系方式
2013901	jiaweixin758903	REJECT	300	广告：包含联系方式
2013901	VX七五**零叁佳沃	REJECT	300	广告：联系方式：联系方式
2013901	13971198889	REJECT	300	广告：包含联系方式
2013901	TTSNS2+V	REJECT	300	广告：包含联系方式
2013901	玩女人	REJECT	300	广告：广告：广告
2013901	充值三折优惠不知道是不是真的	REJECT	300	广告：广告：广告
2013901	充值三折	REJECT	300	广告：广告：广告
2013901	我免费的充钱啊，不需要折扣	REJECT	300	广告：广告：广告
2013901	17815255685这你的V吗	REJECT	300	广告：包含联系方式
2013901	这是你的v17815255685	REJECT	300	广告：包含联系方式
2013901	13387525222你加我	REJECT	300	广告：包含联系方式
2013901	收个高战号。不差钱	REJECT	300	广告：商品广告：商品广告
2013901	收个高战号	REJECT	300	广告：商品广告：商品广告
2013901	收个号	REJECT	300	广告：商品广告：商品广告
2013901	有点事情咨询下	REJECT	300	广告：广告：广告
2013901	要进帮会加徽	REJECT	300	广告：广告：广告
2013901	帮会招活人啊，另外加威15907359936交流	REJECT	300	广告：广告：广告
2013901	gyx10125，这个是群主的V	REJECT	300	广告：联系方式：联系方式
2013901	你加我微信838341067细聊	REJECT	300	广告：包含联系方式
2013901	你家我薇838341067	REJECT	300	广告：包含联系方式
2013901	13394697101	REJECT	300	广告：包含联系方式
2013901	一三三九四六九七一零一	REJECT	300	广告：包含联系方式
2013901	衣三山酒四六酒七衣零衣	REJECT	300	广告：联系方式：联系方式
2013901	帮会Q群建好了，大家加Q交流郡：718835818有礼包码，加群方便交流	REJECT	300	广告：广告：广告
2013901	19828723638	REJECT	300	广告：包含联系方式
2013901	18686429526	REJECT	300	广告：包含联系方式
2013901	18767377887	REJECT	300	广告：包含联系方式
2013901	玩内补浩的+w838341067	REJECT	300	广告：联系方式：联系方式
2013901	加微信15907359936	REJECT	300	广告：包含联系方式
2013901	加威15907359936	REJECT	300	广告：包含联系方式
2013901	15907359936	REJECT	300	广告：包含联系方式
2013901	加我微信XABN898，建帮会	REJECT	300	广告：联系方式：联系方式
2013901	兄弟，有兴趣来血战不，一起发展吃资源	REJECT	300	广告：广告：广告
2013901	838341067	REJECT	300	广告：联系方式：联系方式
2013901	白嗱礼包＋\/：ytty335	REJECT	300	广告：联系方式：联系方式
2013901	新进来的兄弟±\/：ytty接着335，白漂2000	REJECT	300	广告：联系方式：联系方式
2013901	送首冲吗	REJECT	300	广告：广告：广告
2013901	hjr18a伽一下，方便以后交流	REJECT	300	广告：包含联系方式
2013901	hjr18a伽了方便交流	REJECT	300	广告：包含联系方式
2013901	q2375678679全网最低折扣	REJECT	300	广告：广告：广告
2013901	q2375678679	REJECT	300	广告：联系方式：联系方式
2013901	13915775638	REJECT	300	广告：包含联系方式
2013901	先加个qq吧2251139423	REJECT	300	广告：联系方式：联系方式
2013901	hjr18a这个是我们的帮薇，常玩，多交流	REJECT	300	广告：包含联系方式
2013901	你看我帮会宣言吧到时候我不在线你可以在微上找我	REJECT	300	广告：广告：广告
2013901	没伽帮薇，看看帮会公告，嘉以下	REJECT	300	广告：广告：广告
2013901	公众号	REJECT	300	广告：联系方式：联系方式
2013901	工宗好	REJECT	300	广告：广告：广告
2013901	要进帮会加微TXSTAS	REJECT	300	广告：包含联系方式
2013901	981910375扣扣裙	REJECT	300	广告：联系方式：联系方式
2013901	售卖本号	REJECT	300	广告：商品广告：商品广告
255	意思这六个金将其实价钱都差不多才正常吗大佬	REJECT	300	广告：广告：广告
255	无畏99升100	REJECT	300	广告内容
255	神圣天羽愺妳嫲残疾豿妳嫲死了没棺材下葬妳嫲是不	REJECT	300	广告：广告：广告
255	神圣天羽愺妳嫲瘋豿早上就上线給妳嫲蕒哔啊！	REJECT	300	广告：广告：广告
255	神圣天羽愺妳嫲智障豿天天在棺材里直播愺妳嫲能把妳嫲愺的明白不	REJECT	300	广告：广告：广告
255	神圣天羽愺妳嫲废物妳到是吱一声啊！在棺材里愺妳嫲没空是不	REJECT	300	广告：广告：广告
255	桾06069充直3折	REJECT	300	广告内容
255	桾06069冲直3折	REJECT	300	广告内容
255	桾06069冲直3哲	REJECT	300	广告内容
255	这游戏现在都玩成一刀流了打怪一回合打不死这边就死的差不多了	REJECT	300	广告：广告：广告
255	维A1022D冲值哲口	REJECT	300	广告：广告：广告
255	卖不	REJECT	300	广告内容
255	贷款	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲智障豿天天在棺材里愺妳嫲能把妳嫲愺的明白不	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲溅豿天天喝妳嫲月巾桖维持妳这条豿命啊	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲废豿妳咋这么豿呢！天天棺材里愺妳嫲滴溅豿	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲豿东西在棺材里愺着你嫲跟妳亲霸对话呢	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲脑残豿妳因愺妳嫲无敌到不要脸是不	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲跳梁小丑在棺材里愺妳嫲給妳公会这群豿看啊	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲都泛滥死了都愺妳嫲蕒哔啊女支女	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲豿东西妳到是出来面对妳亲霸啊！	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲瘋豿妳也那实力跟妳亲霸对话吗？	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲溅豿还在棺材里直播愺着你嫲那条溅姆豿啊	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲低俗豿妳也就在棺材里直播愺妳嫲那点实力啊！	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲扣哔选手天天在在亲霸面前豿延残喘什么	REJECT	300	广告：广告：广告
255	100级除非打针了	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲心机裱天天跟个豿似滴	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲心机裱天天跟个豿似的	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲豿砸种天天在妳亲霸面前豿延残喘有意思嘛	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲溅姆豿是不是连打一句愺妳嫲都在颤抖啊	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲废物妳现在唯一的赌注就是妳嫲尊严是不	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲智障豿可妳嫲那溅姆豿的尊严所剩无几了都	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲瘋豿妳是喝妳嫲月巾桖维持生命长大的是不	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲脑残豿天天也就在棺材里直播愺妳嫲那点本事啊	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲豿砸种请妳关好妳嫲的棺材门再愺妳嫲好嘛	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲豿砸还嫌給妳嫲不够丢人是不愺妳嫲女支女	REJECT	300	广告：广告：广告
255	文覀愺妳嫲残疾豿妳嫲死了今天出殡没棺材下葬妳嫲啊	REJECT	300	广告：广告：广告
255	文覀愺妳嫲瘋豿上线給妳嫲买棺材啊还是给妳嫲选坟地啊	REJECT	300	广告：广告：广告
255	文覀愺妳嫲荃家都死绝了没骨灰盒下葬妳荃家是不	REJECT	300	广告：广告：广告
255	文覀愺妳嫲溅姆豿这会在棺材里直播召唤妳回去愺她呢	REJECT	300	广告：广告：广告
255	txvideo://v.qq.com/VideoDetailActivity?redirect=1&redirectChannelId=120121&vid=c3268uaqrph&from=20595&logsour=2030150265&ext=%7B	REJECT	300	广告：联系方式：网址
255	文覀愺妳嫲豿搐生连妳嫲都愺滴废物	REJECT	300	广告：广告：广告
255	文覀愺妳脑残豿妳到是吱一声啊妳一声不吱在棺材里愺着妳嫲没空啊	REJECT	300	广告：广告：广告
255	文覀愺妳嫲豿砸种愺完妳嫲上线跟妳亲霸分享愺妳嫲经历是不	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇，文覀愺妳嫲两条荃家死绝滴溅豿	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲溅豿这会在棺材里单喷妳嫲豿哔啊	REJECT	300	广告：广告：广告
255	文覀愺妳嫲断子绝孙滴缺德豿妳荃家要是没棺材出殡就吱一声	REJECT	300	广告：广告：广告
255	文覀愺妳嫲废豿在愺着妳嫲跟妳亲霸对话是不是呼吸急促啊	REJECT	300	广告：广告：广告
255	月之征兆荷愺妳嫲豿砸种继续在棺材里愺着妳嫲给妳亲霸看啊！	REJECT	300	广告：广告：广告
255	雷霆愺妳嫲脑残豿天天愺妳嫲能把妳嫲那条溅姆豿愺到的明白不	REJECT	300	广告：广告：广告
255	风之旅者愺妳嫲荃家死绝滴孤儿妳嫲死了没月巾桖饲养妳这条瘋豿啊	REJECT	300	广告：广告：广告
255	旋风科林愺妳嫲残疾豿妳嫲死了在给妳嫲守灵呢还是给妳荃家守灵啊	REJECT	300	广告：广告：广告
255	别?惹我愺妳嫲刷屏豿继续复制粘贴妳嫲那张恶心的豿脸哈！	REJECT	300	广告：广告：广告
255	神圣天羽愺妳嫲溅人天天在棺材里表演愺妳嫲给妳亲霸看呢	REJECT	300	广告：广告：广告
255	奇迹飞龙愺妳嫲窝囊废天天也就棺材里愺妳嫲滴拉基	REJECT	300	广告：广告：广告
255	辛存者愺妳嫲豿砸种妳出来反驳妳亲霸啊	REJECT	300	广告：广告：广告
255	辛存者愺妳嫲残疾豿这会在棺材里在愺着妳嫲呢	REJECT	300	广告：广告：广告
255	玩到地球毁灭妳嫲残疾荃家死绝滴瘋豿天天拿妳嫲骨灰拌饭吃啊	REJECT	300	广告：广告：广告
255	无氧玩家愺妳嫲脑残豿妳说话啊！我可不喜欢妳这么没速度滴溅豿	REJECT	300	广告：广告：广告
255	无氧玩家愺妳嫲脑残豿妳说话啊！我可不喜欢这么没速度滴溅豿	REJECT	300	广告：广告：广告
255	天启女神愺妳嫲孬种天天也就棺材里直播愺妳嫲那点能耐啊	REJECT	300	广告：广告：广告
255	治愈者长春愺妳嫲瘋豿拉基似的愺妳嫲好不好	REJECT	300	广告：广告：广告
255	平凡的天嫲愺妳嫲废豿妳嫲死了没棺材下葬妳嫲那条老姆豿啊！	REJECT	300	广告：广告：广告
255	传教士嘉愺妳嫲脑瘫豿天天愺妳嫲滴孤儿	REJECT	300	广告：广告：广告
255	文覀愺妳嫲残疾豿天天在棺材里直播愺妳嫲滴搐生玩意	REJECT	300	广告：广告：广告
255	文覀愺妳嫲溅姆豿死了今天出殡没棺材下葬妳嫲啊！	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲豿砸种天天也就棺材里愺妳嫲那点本事是不	REJECT	300	广告：广告：广告
255	紫筠天殿公会一群死霸死嫲死荃家滴野种……	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲豿东西玩不起天天棺材里愺妳嫲那点实力啊	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲废物上线給妳嫲买棺材回去下葬妳嫲是不	REJECT	300	广告：广告：广告
255	瘋豿妳霸妳嫲死了在大厅里等着出殡啊	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲残疾豿天天愺妳嫲滴野种	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲废物妳到是吱一声啊！	REJECT	300	广告：广告：广告
255	在给妳荃家守灵没空回妳亲霸信息是不	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲豿砸种天天也就棺材里直播愺妳嫲那点本事啊	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲豿砸种天天也就棺材里直播愺妳嫲那点本事啊??	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲豿砸种天天也就棺材里直播愺妳嫲那点本事啊?	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲缺德豿愺完妳嫲上线跟妳亲霸分享愺妳嫲经历呢	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲瘋豿我感觉妳都没速度了在棺材里愺着你嫲啊	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲拉基似的窝囊废妳出来反驳妳亲霸啊	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲智障豿今天把妳霸嫲都刻死了是不	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲豿砸种妳出来告诉我啊！豿児子似的	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲天天跟个废豿似的妳明白什么情况	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲残疾豿妳在逃避妳亲霸是不	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲千人愺万人伦滴溅姆豿妳嫲死了	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲溅姆豿感谢妳这条瘋豿把她愺怀运	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲瘋豿妳有什么能耐跟妳亲霸对伉啊	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲一天到晚就想着怎么愺妳嫲滴豿砸种	REJECT	300	广告：广告：广告
255	凤凰纹刻艾薇愺妳嫲智障豿天天在棺材里直播践踏妳嫲那条老姆豿啊	REJECT	300	广告：广告：广告
255	老司机这赛季牛	REJECT	300	广告：广告：广告
255	雷霆愺妳嫲瘋豿妳嫲死了这会在线给妳嫲买棺材呢	REJECT	300	广告：广告：广告
255	雷霆愺妳嫲残疾豿这会在棺材里单喷妳嫲豿哔啊！！！	REJECT	300	广告：广告：广告
255	我1500七次，你1500十四次，才一半简直没得比	REJECT	300	广告内容
255	月之征兆荷愺妳嫲废豿妳嫲死了上线給妳嫲买棺材呢！	REJECT	300	广告：广告：广告
94	谁的军团还招人啊	REJECT	300	广告：广告：广告
94	谁的军团招人	REJECT	300	广告：广告：广告
94	经典七天乐玩家	REJECT	300	广告：广告：广告
94	[4.png]130[12.png]130过不去	REJECT	300	广告内容
94	[4.png]130[12.png]130	REJECT	300	广告内容
94	[lt_dianji.png]“佳儿对战荷大大”查看战斗详情	REJECT	300	广告：联系方式：联系方式
94	[15.png]伤心月哥我可以进你们军团吗	REJECT	300	广告：广告：广告
94	要有一套暗金装备才给128红包一个128刚好	REJECT	300	广告内容
94	18950607294	REJECT	300	广告：联系方式：联系方式
94	你这又搞了个啥加1000亿	REJECT	300	广告内容
94	浮空打了？浮空105有没有105还有人么	REJECT	300	广告内容
94	对了，忘记臭猪是******团的人了代充	REJECT	300	广告：广告：广告
94	浮空打了？浮空105有没有105有人么	REJECT	300	广告内容
94	有军团招人吗	REJECT	300	广告：广告：广告
94	浮空打了？浮空105有没有105有没有	REJECT	300	广告内容
94	[5.png]不扣花元宝而已65冲128	REJECT	300	广告：联系方式：联系方式
94	继承过来起码玩了几年新区小意思这边玩废了就等继承	REJECT	300	广告：广告：广告
94	本来是档xiashidai的优秀社徽成员	REJECT	300	广告：联系方式：联系方式
94	对了有裙你们加一下我们区的群916897	REJECT	300	广告：联系方式：联系方式
94	[18.png]对了有裙你们加一下我们区的群916	REJECT	300	广告：广告：广告
94	九一六******七******89	REJECT	300	广告：联系方式：联系方式
94	充六块就可以了元宝不要抽拿去***暗金碎片	REJECT	300	广告：广告：广告
94	九一六******七******吧九七	REJECT	300	广告：联系方式：联系方式
94	九一六******七******把久	REJECT	300	广告：联系方式：联系方式
94	我们区的群九一六******七******把	REJECT	300	广告：联系方式：联系方式
94	西八前三位是916然后是897最后**1	REJECT	300	广告：联系方式：联系方式
94	没意思了，这边号留着嫖	REJECT	300	广告：广告：广告
94	职业说不过就跑路，打不过下个区[4.png][4.png]	REJECT	300	广告：广告：广告
94	[lt_dianji.png]“天涯灬不羁对战麦号有意私聊”查看战斗详情	REJECT	300	广告：联系方式：联系方式
94	据我所知少三的配音团队也在招人	REJECT	300	广告：广告：广告
94	据我所知，这游戏的配音团队也在招人	REJECT	300	广告：广告：广告
94	大佬们守下15000亿的	REJECT	300	广告内容
94	充六块就可以了上面的用不起pvp猛别用元宝抽	REJECT	300	广告：广告：广告
94	一点加减伤不知道你怎么搞的我103都1500了	REJECT	300	广告：联系方式：联系方式
94	一点加减伤不知道你怎么搞的我1031500	REJECT	300	广告：联系方式：联系方式
94	职业说不过就跑路，打不过下个区[4.png]想来我团的私聊我	REJECT	300	广告：广告：广告
94	不用担心暗金4星不了明天礼包3888可以***120个碎片	REJECT	300	广告：广告：广告
94	我刚看了明天的7***奖励不用担心暗金4星不了明天可以***一个	REJECT	300	广告：广告：广告
94	不用担心暗金4星不了明天3888一个礼包	REJECT	300	广告：广告：广告
94	我刚看了明天的7***奖励不用担心暗金4星不了3888	REJECT	300	广告：广告：广告
94	君君兔来我们团我们教你玩我们有vx群人很多	REJECT	300	广告：广告：广告
94	我们教你玩我们有vx群你******们军团长号	REJECT	300	广告：广告：广告
94	不用担心暗金4星不了那个七天特惠有暗金	REJECT	300	广告：广告：广告
94	职业说不过就跑路，打不过下个区[4.png][9.png]	REJECT	300	广告：广告：广告
94	职业说不过就跑路，打不过下个区[4.png]子阳在吗？	REJECT	300	广告：广告：广告
94	是不是9.1.68.9.7.6.5.1	REJECT	300	广告：联系方式：联系方式
94	批。发	REJECT	300	广告：广告：广告
94	毕业是500yb没毕业是300和200好像	REJECT	300	广告内容
94	okok哦哦我用了个12823快24	REJECT	300	广告：联系方式：联系方式
94	我刚看了明天的7***奖励不用担心暗金4星不了没东西	REJECT	300	广告：广告：广告
94	我刚看了明天的7***奖励不用担心暗金4星不了没啥	REJECT	300	广告：广告：广告
94	我刚看了明天的7***奖励不用担心暗金4星不了不好	REJECT	300	广告：广告：广告
94	狄发疯了[19.png]一下加2000亿	REJECT	300	广告内容
94	[lt_dianji.png]“少年对战云游阁、迪迦”查看战斗详情	REJECT	300	广告：联系方式：联系方式
94	1.3.3.4.7.7.0.6.5.3.7	REJECT	300	广告：联系方式：联系方式
94	[13.png]	REJECT	300	广告内容
94	rudf62408有没有大佬一起组队的	REJECT	300	广告内容
94	rudf62408队伍ID有没有大佬一起组队的？	REJECT	300	广告内容
94	rudf62408队伍ID有没有人一起组队？	REJECT	300	广告内容
94	rudf62408队伍ID有人一起组队吗？	REJECT	300	广告内容
94	我算了，2个128，一个50，一个6，加128红包的8个，50个碎片	REJECT	300	广告：联系方式：联系方式
94	2675346486我的v赶紧加拉进群	REJECT	300	广告：联系方式：联系方式
94	职业说不过就跑路，打不过下个区[4.png][14.png]	REJECT	300	广告：广告：广告
94	职业说不过就跑路，打不过下个区[4.png]。。。。	REJECT	300	广告：广告：广告
94	九一六。八久七。*********一	REJECT	300	广告：联系方式：联系方式
360	112300	REJECT	300	广告内容
360	密050123	REJECT	300	广告内容
360	刚高考完	REJECT	300	广告：广告：广告
360	送首冲	REJECT	300	广告：广告：广告
360	大哥你限时挑战瓜分豪礼邀请码是多少呀	REJECT	300	广告：广告：广告
360	大哥，你限时挑战那个活动邀请码能发给我一下嘛	REJECT	300	广告：广告：广告
360	高考加油	REJECT	300	广告：广告：广告
360	你看我赵云副将是谁	REJECT	300	广告内容
360	116别打我行吗？我就占个城领1200元宝而已。。	REJECT	300	广告内容
360	这是邀请码，能进去领紫金资源	REJECT	300	广告：广告：广告
360	3点1415926	REJECT	300	广告内容
360	那个是代充	REJECT	300	广告：广告：广告
360	那个是代充没必要去	REJECT	300	广告：广告：广告
360	橘子，懂这么多？*43.png	REJECT	300	广告：广告：广告
360	输邀请码进啊	REJECT	300	广告：广告：广告
360	无人机	REJECT	300	广告：广告：广告
360	3838438	REJECT	300	广告内容
147	又没好活动又没返利这八百万钻石冲了亏死这活动还剩一天	REJECT	300	广告：广告：广告
147	加我薇一三七0二0990864	REJECT	300	广告：广告：广告
147	恩，进群兼给你称号梦丝丝和大魔王快加我薇	REJECT	300	广告：广告：广告
147	一三70二990864	REJECT	300	广告内容
147	才能这么高战力可以转区啊公告里面有累充5w五w	REJECT	300	广告：广告：广告
147	我这个还有几个，不寂寞你加油我现在就弄石头充等钻石活动	REJECT	300	广告：广告：广告
147	二百五以后就可以用十三王者直接合神域了。	REJECT	300	广告内容
147	我2500扔了。两千五直接仨视频，两武器额	REJECT	300	广告内容
147	我差点卸载啦。。。突然给了七百多万钻石	REJECT	300	广告：广告：广告
147	{117}为啥我等级战力升不动只有26万钻石了	REJECT	300	广告：广告：广告
147	{117}为啥我等级战力升不动还有二十六万钻石	REJECT	300	广告：广告：广告
147	行吧还准备叫你过来给你盟主领2400W经验呢	REJECT	300	广告：广告：广告
147	他们叫我进团然后给我上古装备么用积分可以换60w	REJECT	300	广告：广告：广告
147	他们叫我进团然后给我上古装备么用积分可以换6-0-w	REJECT	300	广告：广告：广告
147	进游戏不是有公告的吗你可以去看看你神域装备怎么升上去的y	REJECT	300	广告：广告：广告
147	我定的三十那个，买了三个。够帽子了那它。还有充值折扣返利之类的吧。	REJECT	300	广告：广告：广告
147	有三四折的	REJECT	300	广告：广告：广告
147	家？T	REJECT	300	广告：广告：广告
147	家？t	REJECT	300	广告：广告：广告
147	在在不在啊在不在啊在么在么在不在啊	REJECT	300	广告内容
147	在在不在啊在不在啊在么在么在么在么	REJECT	300	广告内容
147	16604315111一六六零四三一五	REJECT	300	广告内容
147	16604315111一六六零四三一5	REJECT	300	广告内容
147	16604315111一六六零四三一一一	REJECT	300	广告内容
147	六六零四三一为什么后面的打不出来	REJECT	300	广告内容
147	16604315111一六六零四三一我加你吧	REJECT	300	广告内容
147	六六零四三一我后面的打不出来了	REJECT	300	广告内容
147	1一六六零四三一后面的不让写	REJECT	300	广告内容
147	刚玩？在？在？在？刚玩？在？在？	REJECT	300	广告内容
147	刚玩？在？在？在？刚玩？在？刚玩？	REJECT	300	广告内容
147	换新.油.戏搞邦派，送３０００冲值，后每天送１０００，依起来？	REJECT	300	广告内容
147	16604315111一六六零四三一加了	REJECT	300	广告内容
147	在？在？刚玩？在？在？在？刚玩？	REJECT	300	广告内容
147	在？在？刚玩？在？在？在？在？	REJECT	300	广告内容
147	刚玩？换个油.戏搞邦派，有送３０００真冲值	REJECT	300	广告内容
147	刚玩？换个新.油.戏搞邦派，送３０００真冲值	REJECT	300	广告内容
147	刚玩？换新.油.戏搞邦派，送３０００真冲值	REJECT	300	广告内容
147	d(?д??)	REJECT	300	广告：广告：广告
147	在？在？在？在？在？在？在？在？	REJECT	300	广告内容
147	在？在？在？在？在？在？在吗？	REJECT	300	广告内容
147	在？在？在？在？在？在？有在吗？	REJECT	300	广告内容
147	直，后续每天还１０００，亿起来么咋说你加我还是我加你	REJECT	300	广告内容
147	新手？老手？在在在在新手？老手？	REJECT	300	广告内容
147	新手？老手？新手？老手？在在在在有在吗？	REJECT	300	广告内容
147	新手？老手？在在在在在在在有在吗？	REJECT	300	广告内容
147	嗯嗯emmmm抱歉，不了吧	REJECT	300	广告：广告：广告
147	在不在在不在v在不在在不在在不在在不在	REJECT	300	广告内容
147	在在不在呀在不在呀在不在呀在不在呀	REJECT	300	广告内容
147	在在在不在呀在不在呀在不在呀在不在	REJECT	300	广告内容
147	新手，老手在新手，老手在在新手，老手	REJECT	300	广告内容
147	新手，老手在新手，老手在在在新手，老手	REJECT	300	广告内容
147	新手，老手在新手，老手在在在看到回下	REJECT	300	广告内容
147	在新手，老手在在在在新手，老手	REJECT	300	广告内容
147	我掉进s人堆里了，一片灰	REJECT	300	广告：广告：广告
147	新手，老手？在新手，老手？在新手，老手？	REJECT	300	广告内容
147	新手，老手？在新手，老手？在在新手，老手？	REJECT	300	广告内容
147	在新手，老手？在在在新手，老手？	REJECT	300	广告内容
147	新手，老手？在新手，老手？在在在在在·	REJECT	300	广告内容
147	在在在在在在在在新手，老手？	REJECT	300	广告内容
147	你?多少我邀请你加入战盟裙用大写一六二七二八七三六三佳我	REJECT	300	广告：广告：广告
147	累充山拾伍万。	REJECT	300	广告：广告：广告
147	用大写一六二七二八七三六三我的家我	REJECT	300	广告：广告：广告
147	在不在不在不在不在不在不我不信	REJECT	300	广告内容
147	在在在你加我也行，２２５３１６０６２３	REJECT	300	广告内容
147	在在你加我也行，２２５３１６０６２３。	REJECT	300	广告内容
147	在你加我也行，２２５３１６０６２３，。	REJECT	300	广告内容
147	在在你加我也可以，２２５３１６０６２３	REJECT	300	广告内容
147	来战盟裙一起玩在吗？我是盟主要不要来战盟	REJECT	300	广告：广告：广告
147	但是我们要来战盟裙奥一六二七二八七三六三没事的	REJECT	300	广告内容
147	但是我们要来战盟裙奥一六二七二八七三六三我们帮助你	REJECT	300	广告内容
147	发中文加你了在在在在不在在不在在	REJECT	300	广告内容
147	加你了在在在在不在在不在在不在	REJECT	300	广告内容
147	但是我们要来战盟裙奥一六二七二八七三六三在吗？我是盟主小号	REJECT	300	广告内容
147	但是我们要来战盟裙奥一六二七二八七三六三在吗	REJECT	300	广告内容
147	一六二七二八七三六三	REJECT	300	广告内容
147	新手，老手在新手，老手？在新手，老手	REJECT	300	广告内容
147	新手，老手在新手，老手？在新手，老手？	REJECT	300	广告内容
147	但是我们要来战盟裙奥一六二七二八七三六三在吗？	REJECT	300	广告内容
147	但是我们要来战盟裙奥一六二七二八七三六三兄弟	REJECT	300	广告内容
147	你问别人吧我不想回答你的问题了嗯都刷了400500的也可以刷	REJECT	300	广告内容
147	是的，还行，可惜的是我那个通行证选了第一个，我以为两个都可以选，真灵没混着，郁闷	REJECT	300	广告：广告：广告
147	你刚玩还是老区玩过朋友你刚玩还是老区玩过	REJECT	300	广告内容
147	擦，这游戏连表情都发不出来。。。	REJECT	300	广告：广告：广告
147	这个b打我	REJECT	300	广告：广告：广告
147	在在在在不在呀在在不在呀在不在呀	REJECT	300	广告内容
147	在在在不在呀在在不在呀在在不在呀	REJECT	300	广告内容
147	在不在呀在在不在呀在在不在呀在不在呀	REJECT	300	广告内容
147	代金券外的优惠要不大佬在不代金券外的优惠要不	REJECT	300	广告内容
147	代金券外的优惠要不大佬在不满减券外的优惠要不	REJECT	300	广告内容
147	嗯，可以拿装备了吧四百六最后一天了充值和宝石拿不到	REJECT	300	广告：广告：广告
147	嗯，可以拿装备了吧四百六最后一天了充。值，和宝。石	REJECT	300	广告：广告：广告
147	⑧③⑦⑧⑤③④④③怎么说，来不来在在在	REJECT	300	广告内容
147	⑧③⑦⑧⑤③④④③怎么说，来不来在在在不在	REJECT	300	广告内容
147	放哪挂机？没路过，帮你打俩下{131}	REJECT	300	广告：广告：广告
147	全体忘关了我在看电视放哪挂机？没。。	REJECT	300	广告：广告：广告
147	我在看电视放哪挂机？没路过，帮你打两下	REJECT	300	广告：广告：广告
147	在在一起换个油戏建帮会玩，有给３千直充v	REJECT	300	广告内容
147	有在吗？有在吗？有在吗？有在吗？有在吗？	REJECT	300	广告内容
147	有在吗？有在吗？有在吗？有在吗？在不在	REJECT	300	广告内容
147	你维信号给我我加你分享你你加我也行XZQ２００４０３２２	REJECT	300	广告内容
147	你维信号给我我加你分享你你加我也行①⑦③②⑥⑥③⑨③⑦③在	REJECT	300	广告内容
